Node	X	Y	tel	GEOID
196	-97.763188	30.393165	0.295857988	48453032800
197	-97.764003	30.405087	0.295857988	48453032800
198	-97.75365	30.40121	0.237189816	48453030800
199	-97.737938	30.407812	0.21322194	48453032500
200	-97.713136	30.416374	0.244339126	48453041400
201	-97.723123	30.401368	0.175336788	48453045400
202	-97.71107	30.400383	0.149778341	48453045300
203	-97.7016	30.412333	0.163504239	48453042200
204	-97.684758	30.406628	0.194169417	48453041200
205	-97.676128	30.396503	0.194169417	48453041200
206	-97.652095	30.402956	0.122871365	48453043900
207	-97.629909	30.385822	0.178515008	48453044900
208	-97.616178	30.398609	0.178515008	48453044900
209	-97.603293	30.420193	0.055151774	48453044800
210	-97.82942	30.396551	0.24010163	48453030500
211	-97.642884	30.271191	0.048076923	48453002214
212	-97.78675	30.395144	0.24010163	48453030500
213	-97.800872	30.393237	0.24010163	48453030500
214	-97.752089	30.391578	0.237189816	48453030800
215	-97.74096	30.394219	0.19983884	48453032400
216	-97.738158	30.38687	0.19983884	48453032400
217	-97.728635	30.384116	0.175336788	48453045400
218	-97.722328	30.379353	0.175336788	48453045400
219	-97.706944	30.380339	0.159540065	48453040800
220	-97.69242	30.395126	0.172719221	48453041900
221	-97.678624	30.384254	0.100856327	48453041100
222	-97.668098	30.380068	0.146873207	48453041500
223	-97.660601	30.383394	0.203160271	48453043800
224	-97.650303	30.373993	0.122285714	48453043500
225	-97.636824	30.371901	0.126498003	48453045000
226	-97.621547	30.357638	0.210683974	48453042400
227	-97.604697	30.347504	0.210683974	48453042400
228	-97.581717	30.360871	0.210683974	48453042400
229	-97.77245	30.369183	0.232701422	48453030000
230	-97.754946	30.383082	0.282141071	48453030100
231	-97.748874	30.370937	0.216720257	48453030200
232	-97.738426	30.372799	0.171902269	48453040400
233	-97.732737	30.368742	0.171902269	48453040400
234	-97.723827	30.365825	0.169449378	48453040500
235	-97.712527	30.367008	0.114640884	48453040700
236	-97.714456	30.374445	0.114640884	48453040700
237	-97.703016	30.362717	0.080595483	48453040600
238	-97.701017	30.365978	0.080595483	48453040600
239	-97.696226	30.374479	0.189897698	48453040900
240	-97.687912	30.368666	0.017578125	48453041000
241	-97.676517	30.362402	0.070130475	48453041600
242	-97.662114	30.35801	0.122285714	48453043500
243	-97.634953	30.340503	0.210683974	48453042400
244	-97.616902	30.335824	0.210683974	48453042400
245	-97.740699	30.3645	0.171902269	48453040400
246	-97.735446	30.361619	0.171902269	48453040400
247	-97.724918	30.357612	0.169449378	48453040500
248	-97.7182	30.355442	0.169449378	48453040500
249	-97.710188	30.356542	0.045018758	48453040100
250	-97.69626	30.354451	0.040349697	48453043100
251	-97.685483	30.348438	0.061068702	48453040300
252	-97.690935	30.338319	0.061068702	48453040300
253	-97.664499	30.337807	0.079270562	48453043600
254	-97.675748	30.333871	0.079270562	48453043600
255	-97.647877	30.333513	0.079270562	48453043600
256	-97.757804	30.361286	0.287245445	48453032200
257	-97.743801	30.35516	0.215465729	48453001501
258	-97.738792	30.350866	0.215465729	48453001501
259	-97.734401	30.355362	0.215465729	48453001501
260	-97.727219	30.351559	0.184543638	48453001504
261	-97.729428	30.346115	0.184543638	48453001504
262	-97.718429	30.348204	0.184543638	48453001504
263	-97.721317	30.342425	0.184543638	48453001504
264	-97.709102	30.340669	0.047140865	48453040000
265	-97.696583	30.33247	0.142857143	48453043300
266	-97.685099	30.32667	0.131732641	48453040200
267	-97.664095	30.324017	0.076280042	48453002201
268	-97.651571	30.32257	0.076280042	48453002201
269	-97.639453	30.3202	0.097774245	48453002220
270	-97.617448	30.325044	0.079380445	48453002221
271	-97.57601	30.327527	0.099786172	48453002219
272	-97.558384	30.34417	0.091762252	48453002217
273	-97.76121	30.347874	0.194397759	48453030600
274	-97.750211	30.341089	0.215465729	48453001501
275	-97.742547	30.34102	0.215465729	48453001501
276	-97.733307	30.337612	0.273613445	48453001505
277	-97.725896	30.334246	0.273613445	48453001505
278	-97.720367	30.328946	0.259693166	48453001503
279	-97.711138	30.329197	0.259693166	48453001503
280	-97.698623	30.324755	0.09114249	48453043400
281	-97.854872	30.308832	0.260150376	48453001916
282	-97.789916	30.353876	0.310016788	48453030700
283	-97.78138	30.338864	0.310016788	48453030700
284	-97.76676	30.333799	0.302364865	48453000102
285	-97.759891	30.331953	0.239702016	48453000101
286	-97.751829	30.332227	0.239702016	48453000101
287	-97.742742	30.330139	0.317578125	48453000206
288	-97.735351	30.330061	0.336245955	48453000205
289	-97.730682	30.325264	0.336245955	48453000205
290	-97.720953	30.320679	0.259693166	48453001503
291	-97.711051	30.316483	0.146453089	48453002105
292	-97.702866	30.318649	0.146453089	48453002105
293	-97.693892	30.316705	0.155091032	48453002104
294	-97.684863	30.316931	0.160233066	48453002112
295	-97.690083	30.307248	0.26203966	48453002106
296	-97.672491	30.316758	0.185280494	48453002113
297	-97.680821	30.310034	0.160233066	48453002112
298	-97.67833	30.300761	0.134615385	48453002107
299	-97.666683	30.303255	0.078804348	48453002108
300	-97.65656	30.311495	0.076280042	48453002201
301	-97.655743	30.295066	0.048076923	48453002214
302	-97.6301	30.305169	0.015547703	48453002222
303	-97.640662	30.28759	0.153110048	48453002213
304	-97.606829	30.296238	0.099786172	48453002219
305	-97.821754	30.35485	0.262764933	48453032900
306	-97.799011	30.339491	0.278715297	48453001912
307	-97.79414	30.344399	0.278715297	48453001912
308	-97.786917	30.334694	0.278715297	48453001912
309	-97.804386	30.330049	0.170023419	48453001913
310	-97.794461	30.32969	0.170023419	48453001913
311	-97.784862	30.323452	0.170023419	48453001913
312	-97.790383	30.322771	0.170023419	48453001913
313	-97.779878	30.309286	0.170023419	48453001913
314	-97.773295	30.319513	0.302364865	48453000102
315	-97.76201	30.316399	0.302364865	48453000102
316	-97.748686	30.322827	0.239702016	48453000101
317	-97.741563	30.318928	0.317578125	48453000206
318	-97.735161	30.318134	0.205395463	48453000203
319	-97.726851	30.312636	0.158374478	48453000305
320	-97.719694	30.309394	0.220489978	48453000304
321	-97.713911	30.308606	0.220489978	48453000304
322	-97.694168	30.291673	0.230847804	48453000308
323	-97.685312	30.289535	0.134615385	48453002107
324	-97.674631	30.289232	0.078804348	48453002108
325	-97.753043	30.325211	0.239702016	48453000101
326	-97.755063	30.312346	0.239702016	48453000101
327	-97.750453	30.314377	0.239702016	48453000101
328	-97.745119	30.311422	0.162756598	48453000204
329	-97.73437	30.314075	0.205395463	48453000203
330	-97.737685	30.307788	0.205395463	48453000203
331	-97.731148	30.304357	0.307652128	48453000302
332	-97.723839	30.299796	0.307652128	48453000302
333	-97.712677	30.29537	0.160493827	48453000307
334	-97.809788	30.320631	0.170023419	48453001913
335	-97.819504	30.312617	0.170023419	48453001913
336	-97.806541	30.309044	0.170023419	48453001913
337	-97.80207	30.321536	0.170023419	48453001913
338	-97.798815	30.316334	0.170023419	48453001913
339	-97.788871	30.30976	0.170023419	48453001913
340	-97.770739	30.306907	0.286716792	48453001604
341	-97.760175	30.306124	0.130434783	48453001606
342	-97.756618	30.304992	0.212303981	48453001603
343	-97.751664	30.303114	0.212303981	48453001603
344	-97.747239	30.302486	0.162756598	48453000204
345	-97.742797	30.299443	0.162756598	48453000204
346	-97.735674	30.29791	0.102286402	48453000500
347	-97.731181	30.293084	0.102286402	48453000500
348	-97.727363	30.292608	0.212121212	48453000401
349	-97.719395	30.289092	0.212121212	48453000401
350	-97.71165	30.287942	0.223365929	48453000402
351	-97.701787	30.285307	0.241921397	48453002109
352	-97.777043	30.297498	0.286716792	48453001604
353	-97.765987	30.291148	0.263176388	48453001605
354	-97.762541	30.296874	0.212303981	48453001603
355	-97.754442	30.294723	0.212303981	48453001603
356	-97.745937	30.291274	0.078703704	48453000605
357	-97.759194	30.285813	0.263176388	48453001605
358	-97.747977	30.285682	0.038329911	48453000607
359	-97.743151	30.284903	0.113795791	48453000608
360	-97.742966	30.290562	0.113013699	48453000606
361	-97.738284	30.291737	0.125652842	48453000601
362	-97.735154	30.285008	0.125652842	48453000601
363	-97.730248	30.286926	0.212121212	48453000401
364	-97.818543	30.302516	0.39479638	48453001918
365	-97.81223	30.290736	0.39479638	48453001918
366	-97.799899	30.300199	0.39479638	48453001918
367	-97.785116	30.282386	0.230145175	48453001910
368	-97.780701	30.283673	0.203272186	48453001602
369	-97.778414	30.291216	0.203272186	48453001602
370	-97.77024	30.283819	0.203272186	48453001602
371	-97.760494	30.276309	0.349851758	48453001200
372	-97.752313	30.271814	0.349851758	48453001200
373	-97.749925	30.27412	0.362773029	48453001101
374	-97.744971	30.276649	0.171704958	48453000700
375	-97.743468	30.279904	0.171704958	48453000700
376	-97.738873	30.27864	0.171704958	48453000700
377	-97.740269	30.274993	0.171704958	48453000700
378	-97.743373	30.271875	0.362773029	48453001101
379	-97.740184	30.270625	0.362773029	48453001101
380	-97.744601	30.268129	0.310096154	48453001102
381	-97.741182	30.267364	0.215236686	48453001103
382	-97.738381	30.266557	0.215236686	48453001103
383	-97.736137	30.270537	0.362773029	48453001101
384	-97.733763	30.27371	0.171704958	48453000700
385	-97.734167	30.277326	0.171704958	48453000700
386	-97.731517	30.282229	0.212121212	48453000401
387	-97.726061	30.280795	0.223365929	48453000402
388	-97.723909	30.281401	0.223365929	48453000402
389	-97.719348	30.281893	0.223365929	48453000402
390	-97.710834	30.283713	0.223365929	48453000402
391	-97.725163	30.275893	0.247284879	48453000803
392	-97.718792	30.277056	0.247284879	48453000803
393	-97.713445	30.277541	0.247284879	48453000803
394	-97.705986	30.278174	0.210895361	48453000802
395	-97.693411	30.280929	0.241921397	48453002109
396	-97.680221	30.283335	0.241921397	48453002109
397	-97.678189	30.273431	0.111590038	48453002110
398	-97.658848	30.271453	0.048076923	48453002214
399	-97.625628	30.258811	0.112806645	48453002216
400	-97.620276	30.275689	0.094633347	48453002211
401	-97.586183	30.261466	0.018025078	48453002215
402	-97.762089	30.271327	0.349851758	48453001200
403	-97.752761	30.267524	0.349851758	48453001200
404	-97.749402	30.266418	0.310096154	48453001102
405	-97.74621	30.265461	0.310096154	48453001102
406	-97.742416	30.264483	0.215236686	48453001103
407	-97.739258	30.26393	0.215236686	48453001103
408	-97.741275	30.259453	0.215236686	48453001103
409	-97.729877	30.256691	0.207418253	48453001000
410	-97.728685	30.261901	0.315631563	48453000902
411	-97.727423	30.26616	0.201081613	48453000901
412	-97.722003	30.267962	0.19241774	48453000804
413	-97.724436	30.271109	0.19241774	48453000804
414	-97.71745	30.272163	0.19241774	48453000804
415	-97.70587	30.274171	0.210895361	48453000802
416	-97.709691	30.26789	0.210895361	48453000802
417	-97.717513	30.267381	0.19241774	48453000804
418	-97.717284	30.264093	0.201081613	48453000901
419	-97.7169	30.258199	0.315631563	48453000902
420	-97.722292	30.25203	0.207418253	48453001000
421	-97.707214	30.255176	0.315631563	48453000902
422	-97.705899	30.261117	0.315631563	48453000902
423	-97.701265	30.267416	0.289029536	48453000801
424	-97.694831	30.275623	0.241921397	48453002109
425	-97.693985	30.269491	0.12465264	48453002111
426	-97.696217	30.257898	0.12465264	48453002111
427	-97.698255	30.250378	0.12465264	48453002111
428	-97.683975	30.258971	0.12465264	48453002111
429	-97.675294	30.252393	0.12465264	48453002111
430	-97.826542	30.292047	0.39479638	48453001918
431	-97.822447	30.28751	0.39479638	48453001918
432	-97.813683	30.279794	0.39479638	48453001918
433	-97.80577	30.273914	0.364250614	48453001919
434	-97.79798	30.281114	0.364250614	48453001919
435	-97.785524	30.274313	0.364250614	48453001919
436	-97.770276	30.269571	0.290082645	48453001911
437	-97.760172	30.26379	0.197755211	48453001309
438	-97.753126	30.260843	0.275140788	48453001311
439	-97.747288	30.260153	0.275140788	48453001311
440	-97.743315	30.256479	0.227523857	48453001401
441	-97.723846	30.242798	0.210403273	48453002304
442	-97.713168	30.236178	0.052074139	48453002327
443	-97.699893	30.237023	0.052074139	48453002327
444	-97.690977	30.231273	0.07820197	48453002321
445	-97.650627	30.247651	0	48453002310
446	-97.893907	30.583031	0.045818182	48491020343
447	-97.612743	30.223538	0.112806645	48453002216
448	-97.795414	30.267841	0.230145175	48453001910
449	-97.781663	30.263639	0.290082645	48453001911
450	-97.779408	30.254015	0.167580266	48453001923
451	-97.76513	30.258468	0.197755211	48453001309
452	-97.756802	30.254583	0.228064186	48453001312
453	-97.750714	30.251548	0.275140788	48453001311
454	-97.74487	30.249125	0.227523857	48453001401
455	-97.737968	30.245798	0.307258633	48453001402
456	-97.733277	30.241422	0.102239533	48453001403
457	-97.72957	30.235658	0.061909759	48453002315
458	-97.720917	30.228055	0.099610717	48453002314
459	-97.701277	30.218025	0.056491576	48453002320
460	-97.812312	30.268739	0.230145175	48453001910
461	-97.80009	30.262467	0.230145175	48453001910
462	-97.807261	30.257482	0.230145175	48453001910
463	-97.799248	30.247294	0.290082645	48453001911
464	-97.789672	30.258186	0.290082645	48453001911
465	-97.791535	30.250663	0.162650602	48453001922
466	-97.794477	30.240428	0.162650602	48453001922
467	-97.787768	30.236384	0.188983856	48453002004
468	-97.779795	30.23376	0.099109792	48453002006
469	-97.774117	30.243976	0.245981831	48453001304
470	-97.772077	30.251311	0.245981831	48453001304
471	-97.762422	30.246241	0.228064186	48453001312
472	-97.766963	30.240171	0.307356399	48453001307
473	-97.771333	30.23169	0.307356399	48453001307
474	-97.764302	30.227782	0.188047809	48453001308
475	-97.759859	30.235703	0.188047809	48453001308
476	-97.754573	30.243373	0.228064186	48453001312
477	-97.744361	30.241194	0.307258633	48453001402
478	-97.748602	30.238356	0.214556482	48453002323
479	-97.751904	30.231751	0.214556482	48453002323
480	-97.757112	30.223802	0.302247191	48453002322
481	-97.746881	30.218675	0.095832066	48453002307
482	-97.739635	30.22543	0.095832066	48453002307
483	-97.732462	30.226569	0.111061552	48453002313
484	-97.725743	30.219904	0.111061552	48453002313
485	-97.824877	30.274722	0.305203938	48453001917
486	-97.814911	30.255952	0.305203938	48453001917
487	-97.807971	30.235591	0.267729522	48453001915
488	-97.795844	30.227237	0.247337851	48453030300
489	-97.784683	30.222209	0.249878935	48453002002
490	-97.77595	30.219404	0.129401006	48453002003
491	-97.770121	30.219174	0.129401006	48453002003
492	-97.762511	30.213479	0.152849741	48453002403
493	-97.749497	30.203546	0.03765528	48453002411
494	-97.741725	30.211973	0.03765528	48453002411
495	-97.739267	30.199342	0.021136063	48453002413
496	-97.727805	30.199427	0.108743169	48453002447
497	-97.702259	30.185219	0.233489561	48453002432
498	-97.705674	30.207604	0.152921375	48453002448
499	-97.668694	30.200401	0	48453980000
500	-97.664314	30.224758	0	48453002310
501	-97.603752	30.207631	0.042089094	48453002453
502	-97.806673	30.229851	0.212591756	48453032100
503	-97.812739	30.223724	0.212591756	48453032100
504	-97.819622	30.213238	0.212591756	48453032100
505	-97.808543	30.211461	0.212151067	48453030400
506	-97.800719	30.219912	0.247337851	48453030300
507	-97.7932	30.21642	0.247337851	48453030300
508	-97.801517	30.207136	0.212151067	48453030400
509	-97.794697	30.205816	0.193717277	48453002409
510	-97.788886	30.214075	0.193717277	48453002409
511	-97.783613	30.211162	0.176170213	48453002410
512	-97.787716	30.204494	0.176170213	48453002410
513	-97.781077	30.201568	0.108982546	48453002444
514	-97.775986	30.209973	0.108982546	48453002444
515	-97.771828	30.198303	0.057871064	48453002443
516	-97.76229	30.192167	0.031288094	48453002419
517	-97.752272	30.19005	0.052447552	48453002412
518	-97.741838	30.191559	0.021136063	48453002413
519	-97.735419	30.183884	0.152921375	48453002448
520	-97.714023	30.179088	0.233489561	48453002432
521	-97.676869	30.168372	0.106184364	48453002449
522	-97.613068	30.128184	0.01861131	48453002450
523	-97.569847	30.166566	0.042089094	48453002453
524	-97.575259	30.204201	0.042089094	48453002453
525	-97.820597	30.195468	0.164380579	48453030900
526	-97.79731	30.192671	0.085251046	48453002424
527	-97.786001	30.190192	0.099732675	48453002422
528	-97.777584	30.188088	0.099732675	48453002422
529	-97.772149	30.182413	0.035	48453002441
530	-97.759163	30.179217	0.156990521	48453002442
531	-97.748821	30.170457	0.006770481	48453002430
532	-97.730989	30.16781	0.152921375	48453002448
533	-97.709547	30.160499	0.233489561	48453002432
534	-97.687533	30.143493	0.077800134	48453002436
535	-97.830203	30.182246	0.133029266	48453031800
536	-97.806741	30.180777	0.242248551	48453002423
537	-97.78988	30.178806	0.099732675	48453002422
538	-97.783503	30.174277	0.099732675	48453002422
539	-97.77519	30.170566	0.139369729	48453002451
540	-97.763446	30.171015	0.006770481	48453002430
541	-97.745521	30.164418	0.132431126	48453002439
542	-97.815586	30.160598	0.187626547	48453002438
543	-97.781648	30.161894	0.139369729	48453002451
544	-97.724486	30.134292	0.233489561	48453002432
545	-97.702255	30.123992	0.233489561	48453002432
546	-97.815712	30.118841	0.192609896	48453002407
547	-97.789007	30.138629	0.186176143	48453002446
548	-97.779669	30.1398	0.186176143	48453002446
549	-97.793243	30.122344	0.186176143	48453002446
550	-97.761745	30.11474	0.097482592	48453002445
551	-97.742406	30.10091	0.233489561	48453002432
552	-97.711796	30.10704	0.233489561	48453002432
553	-97.644403	30.099935	0.077800134	48453002436
554	-97.794275	30.099777	0.039408867	48453002434
555	-97.708895	30.079091	0.039408867	48453002434
556	-97.67384	30.061879	0.077800134	48453002436
557	-97.57921	30.45357	0.255597015	48453046900
558	-97.596368	30.44074	0	48453047000
559	-97.572308	30.384952	0.210683974	48453042400
560	-97.546382	30.371482	0.210683974	48453042400
561	-97.498617	30.316307	0.03625498	48453002218
562	-97.550996	30.30919	0.099786172	48453002219
563	-97.57567	30.277114	0.099786172	48453002219
564	-97.537069	30.264	0.099786172	48453002219
565	-97.53474	30.239086	0.112806645	48453002216
566	-97.877778	30.149404	0.307310149	48453033300
567	-97.81444	30.562892	0.214030384	48491020319
568	-97.784048	30.556527	0.211868132	48491020310
569	-97.747161	30.560541	0.086608927	48491020608
570	-97.707149	30.565681	0.086608927	48491020608
571	-97.702414	30.543998	0.289048991	48491020607
572	-97.404165	30.426107	0.018281536	48453045800
573	-97.797771	30.494096	0.292716266	48491020311
574	-97.776675	30.479701	0.183542161	48491020508
575	-97.690281	30.474974	0.048154093	48491020512
576	-97.862996	30.42248	0.242374728	48453035800
577	-97.947983	30.130563	0.235462842	48209010912
578	-97.857472	30.113558	0.12044374	48209010911
579	-97.82522	30.095669	0.046771879	48209010913
580	-97.796332	30.079619	0.112476567	48209010923
581	-97.768528	30.054632	0.112476567	48209010923
582	-97.739866	30.03508	0.025551684	48209010920
583	-97.823901	30.044241	0.068265388	48209010922
